,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
4721,RX,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,False,95000
4722,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,False,163000
4724,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,False,72000
4725,C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,20000,False,180000
4726,S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,False,115000
4727,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,False,30000
4728,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,False,110000
4729,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,363000,False,63000
4730,Flex,Qassim,Ford,Automatic,Saudi,Standard,2014,3.5,128500,False,49000
4734,Taurus,Khobar,Ford,Automatic,Saudi,Standard,2017,3.5,125000,False,62000
4741,E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,False,120000
4743,Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,False,75000
4744,Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,False,59000
4745,Camry,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.5,310000,False,30000
4750,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,False,56000
4751,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,False,80500
4752,Avalon,Dammam,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,False,86000
4754,Charger,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,142000,False,89000
4758,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,362000,False,58000
4759,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,False,46500
4760,Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,False,120000
4763,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,False,77000
4764,H3,Al-Ahsa,Hummer,Automatic,Saudi,Full,2009,5.2,200000,False,38000
4768,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,1.0,75000,False,62000
4771,Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,False,18000
4776,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,False,45000
4779,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.4,41600,False,28000
4780,Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2013,2.4,363000,False,42500
4781,Caprice,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,False,79000
4783,F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,False,110000
4785,Beetle,Makkah,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,False,55000
4787,Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,False,112000
4788,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,False,110000
4789,Jetta,Riyadh,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,False,54000
4790,Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,False,55000
4791,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,False,90000
4794,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,211000,False,115000
4795,Charger,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,False,38000
4796,X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,False,160000
4798,The 3,Dammam,BMW,Automatic,Saudi,Full,2018,2.0,96000,False,90000
4799,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,False,80000
4802,Acadia,Khobar,GMC,Automatic,Saudi,Full,2014,3.6,250000,False,50000
4804,Edge,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,False,80000
4805,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,False,67000
4806,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,False,58000
4808,Avanza,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,False,46000
4809,500,Riyadh,Fiat,Automatic,Saudi,Full,2016,1.5,155000,False,45000
4810,Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,False,118000
4811,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,False,123000
4812,Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,False,72000
4816,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,False,40000
4817,Marquis,Riyadh,Ford,Automatic,Other,Full,2010,4.6,200000,False,18000
4819,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,91000,False,70000
4820,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,152000,False,124000
4822,Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,False,85000
4823,Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,False,40000
4824,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,False,126000
4830,6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,False,53000
4831,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,False,34000
4832,Silverado,Aseer,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,False,95000
4833,Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,False,74000
4835,Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,False,88000
4837,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,275000,False,125000
4839,Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,83000,False,50000
4843,Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019,4.6,134000,False,170000
4844,Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,False,30000
4846,Traverse,Riyadh,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,False,23000
4847,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,False,36500
4848,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,False,150000
4849,Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,False,42000
4851,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012,5.7,311000,False,115000
4853,Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,False,47000
4855,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,False,135000
4857,5008,Riyadh,Peugeot,Automatic,Saudi,Standard,2012,1.6,12000,False,27000
4858,Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,False,87000
4860,Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,False,78000
4861,Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,False,115000
4862,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.0,8000,False,174000
4864,Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,False,65000
4865,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,False,31000
4866,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,False,35000
4869,Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,False,83000
4871,Carnival,Dammam,Kia,Automatic,Other,Semi Full,2016,3.3,85000,False,64000
4872,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.0,317000,False,43000
4874,Grand Marquis,Jeddah,Mercury,Automatic,Other,Full,2008,4.0,362000,False,19000
4876,The 7,Jeddah,BMW,Automatic,Saudi,Full,2011,2.0,115,False,65000
4878,Caprice,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,False,15000
4880,3,Jeddah,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,False,38000
4882,X7,Riyadh,Geely,Automatic,Saudi,Full,2017,2.4,65000,False,45000
4883,300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,False,86000
4884,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,False,60000
4887,CRV,Dammam,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,False,50000
4888,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,False,44000
4889,C,Jeddah,Mercedes,Automatic,Other,Full,2018,2.0,70000,False,177000
4890,Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2020,1.6,46505,False,26000
4892,Corolla,Dammam,Toyota,Manual,Saudi,Standard,2016,1.6,83000,False,38500
4893,Carnival,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.3,200,False,106000
4894,Royal,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,False,85000
4895,CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,False,51500
4896,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,False,108000
4897,Attrage,Al-Medina,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,False,26500
4898,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,False,156500
4899,Elantra,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,False,65000
4901,Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,False,33000
4902,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,7456,False,146500
4905,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,False,61000
4906,Mustang,Dammam,Ford,Automatic,Other,Full,2016,5.0,92000,False,129000
4907,Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,False,47000
4913,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,False,39500
4915,Taurus,Al-Baha,Ford,Automatic,Missing,Standard,2018,3.5,88000,False,78000
4919,Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,False,17000
4920,Corolla,Jeddah,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,False,25000
4923,Pajero,Aseer,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,False,63000
4927,Senta fe,Hafar Al-Batin,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,False,45000
4928,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,False,105000
4930,Cruze,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,False,25000
4931,Armada,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,266000,False,25000
4936,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,False,122000
4939,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,False,41000
4940,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,False,30000
4941,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,False,132000
4942,Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,False,47000
4943,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,False,29500
4944,Yukon,Jazan,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,False,30000
4947,Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,False,29500
4948,Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,False,45000
4949,Malibu,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,False,22000
4950,Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,False,68500
4952,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,False,55000
4953,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,False,75000
4955,CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,False,75000
4958,Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,False,128000
4961,Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,False,32000
4965,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,False,42000
4967,Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,False,69000
4968,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,False,29000
4970,Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,False,55000
4972,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,False,29000
4973,Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,False,35000
4974,Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,False,42000
4976,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,False,114000
4977,ES,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,False,116000
4979,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,False,103000
4980,Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.5,154000,False,85000
4981,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2016,1.6,74000,False,36000
4982,S300,Dammam,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,False,74000
4983,ES,Dammam,Lexus,Automatic,Other,Full,2016,3.5,87000,False,119000
4989,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,False,63000
4991,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,False,65000
4992,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,False,72000
4993,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,False,95000
4994,Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,False,35000
4995,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,False,46000
4997,Altima,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,False,49500
4998,FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,False,110000
5000,Traverse,Besha,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,False,20000
5001,Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,False,72910
5003,HRV,Riyadh,Honda,Automatic,Saudi,Standard,2021,1.8,6018,False,62000
5004,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,False,25000
5006,Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,False,109000
5008,Kona,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,False,70000
5011,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,3.5,128000,False,52000
5015,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,False,62000
5018,Cerato,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,False,34000
5021,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,False,40500
5024,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,False,37500
5026,Expedition,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,False,77000
5028,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,121000,False,109000
5030,Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,False,32000
5031,Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,152000,False,45000
5034,Yukon,Al-Medina,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,False,100000
5036,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,False,32000
5037,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,False,27500
5039,Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,118000,False,113000
5042,CLA,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,False,126500
5043,Grand Cherokee,Riyadh,Jeep,Automatic,Other,Full,2012,8.0,210000,False,47000
5048,Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,False,62000
5049,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,False,26800
5052,Expedition,Dammam,Ford,Automatic,Saudi,Full,2016,3.6,265000,False,115000
5053,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,False,29000
5055,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,False,136000
5057,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,False,95000
5062,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,False,77000
5063,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,False,58000
5064,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,False,69000
5066,Mustang,Dammam,Ford,Manual,Other,Full,2010,4.6,170,False,42000
5069,Tahoe,Aseer,Chevrolet,Automatic,Other,Full,2008,3.9,300,False,29000
5070,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,False,56500
5072,Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,False,17000
5073,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,False,38000
5077,Hilux,Najran,Toyota,Manual,Saudi,Full,2017,2.7,119000,False,69000
5080,Blazer,Khobar,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,False,63000
5082,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2014,2.0,152000,False,55000
5083,IS,Al-Ahsa,Lexus,Automatic,Other,Full,2010,3.5,165000,False,45000
5085,Genesis,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,False,77000
5090,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,False,50000
5091,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,False,138000
5092,Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,False,30000
5093,Furniture,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,False,79000
5097,Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,343000,False,60000
5098,Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,False,85000
5099,F150,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,False,108000
5100,Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.5,180000,False,60000
5103,Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,False,45000
5106,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,False,26000
5112,Yukon,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,156000,False,47000
5118,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,False,62500
5119,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,False,49000
5120,Sportage,Riyadh,Kia,Automatic,Saudi,Full,2017,2.4,125000,False,65000
5125,Camry,Najran,Toyota,Manual,Saudi,Full,2005,1.6,360000,False,22000
5130,S,Dammam,Mercedes,Automatic,Other,Full,2007,4.0,315000,False,42000
5132,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,False,85000
5134,ES,Jeddah,Lexus,Automatic,Other,Full,2007,3.5,196000,False,25000
5141,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,False,41500
5143,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,False,45500
5144,A,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,False,179000
5145,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,False,60000
5148,Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,False,163000
5150,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,False,42500
5152,Carnival,Jazan,Kia,Automatic,Saudi,Full,2016,3.3,21000,False,65000
5153,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,False,80000
5156,LX,Abha,Lexus,Automatic,Other,Full,2005,4.8,225000,False,45000
5158,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,False,33000
5160,GX,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,False,179000
5161,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,False,25000
5164,Dzire,Riyadh,Suzuki,Automatic,Gulf Arabic,Full,2020,1.2,8500,False,33000
5167,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,False,151000
5171,Tucson,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,False,49000
5172,Cerato,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,False,25000
5173,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,False,38000
5174,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,False,108000
5176,F150,Dammam,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,False,140000
5177,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,184000,False,70000
5178,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,False,23000
5179,RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,False,180000
5180,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,175000,False,63000
5184,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,False,98000
5185,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,False,80000
5186,Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2012,4.0,94000,False,95000
5188,Camry,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,False,85000
5189,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37000,False,28000
5190,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,False,77000
5193,Yaris,Qassim,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,False,35000
5194,C300,Dammam,Chrysler,Automatic,Other,Full,2005,5.7,331000,False,15000
5195,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,False,130000
5197,C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,False,110000
5198,Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,False,78500
5199,ES,Dammam,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,False,115000
5201,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2019,4.0,58428,False,138500
5205,Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,False,23000
5206,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,False,53000
5207,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,False,22000
5208,Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,False,77000
5209,Accent,Jeddah,Hyundai,Automatic,Other,Standard,2016,1.4,151000,False,25000
5212,Taurus,Dammam,Ford,Automatic,Other,Full,2018,3.5,100000,False,89000
5213,Copper,Jeddah,MINI,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,False,80000
5214,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,False,32000
5215,EC7,Jeddah,Geely,Automatic,Saudi,Full,2014,1.6,229000,False,18000
5216,Eado,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.6,84000,False,42500
5217,Nitro,Riyadh,Dodge,Automatic,Saudi,Semi Full,2011,3.7,346410,False,15000
5218,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,63000,False,58000
5219,Corolla,Qassim,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,False,53000
5220,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,121000,False,48000
5221,Navara,Aseer,Nissan,Automatic,Gulf Arabic,Full,2014,2.5,167,False,35000
5223,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,104000,False,72000
5224,S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.6,66000,False,122000
5225,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,28000,False,110000
5226,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,False,58000
5227,Accord,Aseer,Honda,Automatic,Saudi,Full,2016,3.5,167000,False,72000
5228,Sierra,Aseer,GMC,Automatic,Saudi,Full,2016,5.3,144000,False,95000
5229,Fusion,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,2.5,118000,False,43000
5230,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,106818,False,29500
5231,S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,105,False,98000
5232,Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2016,4.0,179812,False,155000
5233,H1,Al-Jouf,Hyundai,Automatic,Saudi,Full,2012,2.4,240,False,25000
5234,GS,Dammam,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,False,137000
5235,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,25234,False,44000
5237,Avante,Al-Ahsa,Hyundai,Automatic,Other,Full,2017,1.6,110750,False,60000
5240,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2010,4.6,310000,False,81000
5243,Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2013,2.5,134000,False,35000
5245,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,61000,False,63000
5247,Silverado,Hail,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,179000,False,95000
5248,Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2019,2.0,18000,False,95000
5251,Sierra,Dammam,GMC,Automatic,Saudi,Full,2021,9.0,100,False,178000
5252,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,73909,False,116500
