,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
535,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,215000,False,79000
538,Accord,Abha,Honda,Automatic,Saudi,Standard,2008,2.4,197000,False,20000
539,Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,False,58000
540,Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,270000,False,25000
541,Suburban,Makkah,GMC,Automatic,Saudi,Standard,2006,2.0,230000,False,29000
542,Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2017,1.0,135000,False,73000
544,Mohave,Riyadh,Kia,Automatic,Saudi,Standard,2014,3.8,256000,False,30000
546,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2007,5.3,262,False,30000
547,Traverse,Al-Medina,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,False,18000
548,Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,False,45000
549,Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,False,23000
551,The 5,Khobar,BMW,Automatic,Saudi,Standard,2014,2.0,150000,False,57000
554,Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,False,113500
555,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,False,90000
559,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,False,32000
560,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,False,44000
561,Elantra,Al-Medina,Hyundai,Automatic,Other,Full,2016,1.6,87000,False,42000
562,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,False,75000
563,C,Dammam,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,False,119000
564,Durango,Riyadh,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,False,29000
565,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,False,141000
566,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,False,54000
567,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,False,48000
568,Rush,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,False,52000
569,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,False,38500
570,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,False,100000
571,Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,False,15000
575,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,False,72000
577,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,False,33000
579,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2014,5.7,190700,False,59000
580,Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,False,48500
582,Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,False,69000
585,Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014,2.7,180000,False,52000
586,CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,False,58000
588,Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,False,36000
589,The 5,Riyadh,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,False,65000
592,Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,False,62000
593,Prestige,Tabouk,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,False,81000
597,Taurus,Jazan,Ford,Automatic,Saudi,Full,2014,3.5,269177,False,60000
598,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.6,83000,False,160000
599,E,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,False,98000
601,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,36833,False,28500
603,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,False,61500
605,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,False,62500
606,IS,Dammam,Lexus,Automatic,Other,Full,2017,3.0,90000,False,117000
609,Hiace,Riyadh,Toyota,Manual,Other,Standard,2016,2.7,99999,False,69000
611,Avalon,Tabouk,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,False,115000
614,Expedition,Dammam,Ford,Automatic,Saudi,Full,2018,3.6,44200,False,159000
615,Blazer,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,False,18000
618,Fluence,Dammam,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,False,20000
619,ES,Khobar,Lexus,Automatic,Other,Full,2007,6.1,240000,False,24000
621,Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,False,58000
622,Grand Cherokee,Dammam,Jeep,Automatic,Saudi,Full,2017,5.7,102000,False,99000
623,Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,False,82000
624,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,False,40800
626,Edge,Riyadh,Ford,Automatic,Saudi,Standard,2009,3.5,357,False,20000
628,Furniture,Riyadh,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,False,55000
629,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,False,53000
632,Hilux,Tabouk,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,False,55000
633,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,False,71500
634,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,51419,False,27500
637,Fusion,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,False,45000
638,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,False,32500
640,Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,False,35000
641,Suburban,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,False,36000
643,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,False,37000
645,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,183000,False,60000
646,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,False,116500
647,Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,4.0,116000,False,50000
650,E,Jeddah,Mercedes,Manual,Other,Semi Full,2017,9.0,134000,False,155000
652,Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Full,2006,4.5,311100,False,63000
653,Grand Cherokee,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,False,85000
656,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2017,2.4,263400,False,40000
657,Ciocca,Riyadh,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,False,79000
659,Hilux,Aseer,Toyota,Manual,Saudi,Full,2020,2.4,34000,False,120000
660,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,False,114500
662,Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,False,30000
664,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,False,26000
665,Grand Marquis,Al-Medina,Mercury,Automatic,Missing,Full,2007,4.6,179000,False,24000
666,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,False,34000
668,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,50000,False,29000
671,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,False,35000
673,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,False,30000
674,Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,False,17000
676,Marquis,Riyadh,Ford,Automatic,Saudi,Full,2011,4.6,114000,False,48000
677,Q,Riyadh,INFINITI,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,False,90000
678,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,False,39000
679,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,158039,False,75000
680,3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,False,39000
681,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,1.9,274000,False,66000
682,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,False,80000
684,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,False,27500
686,Accord,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,False,68000
690,F3,Al-Medina,BYD,Automatic,Saudi,Standard,2020,1.5,60000,False,28000
692,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2019,2.0,26000,False,84000
694,Kona,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,False,56000
695,Flex,Khobar,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,False,25000
697,Corolla,Yanbu,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,False,52000
700,Datsun,Riyadh,Nissan,Manual,Other,Semi Full,2015,2.4,108500,False,27500
701,Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,151000,False,106000
702,Fusion,Riyadh,Ford,Automatic,Other,Full,2017,2.0,55000,False,65000
703,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2008,3.3,240,False,35000
704,Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,False,70000
707,UX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,False,176000
709,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,False,52000
710,S,Dammam,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,False,113000
712,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,False,38500
713,Beetle,Jeddah,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,False,54000
716,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,101381,False,48500
717,Corolla,Taef,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,False,52000
719,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2012,3.0,360000,False,24000
722,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,False,43000
723,FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,False,95000
724,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,False,47000
727,Furniture,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,False,55000
729,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,False,30000
730,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,False,48000
734,FJ,Qassim,Toyota,Automatic,Saudi,Full,2015,2.7,230000,False,85000
736,Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,False,85000
741,Edge,Jeddah,Ford,Automatic,Saudi,Full,2013,3.5,240,False,43000
742,Prado,Jazan,Toyota,Automatic,Saudi,Full,2012,4.0,240000,False,70000
745,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,False,20000
747,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,False,85000
748,Tahoe,Dammam,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,False,159000
749,Explorer,Makkah,Ford,Automatic,Other,Standard,2013,3.5,218000,False,48000
751,Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2017,3.5,104159,False,106500
752,Accord,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,False,63000
753,Creta,Besha,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,False,56000
755,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,False,120000
756,Explorer,Dammam,Ford,Automatic,Saudi,Standard,2017,3.6,150000,False,73000
757,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,False,25000
759,Navara,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,132714,False,41500
760,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,False,78000
761,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,False,23000
763,Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,212000,False,42000
764,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,False,37000
765,Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,False,16000
766,Innova,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,False,38500
767,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,False,110000
770,Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,False,95000
773,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,False,27000
775,Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,False,60500
777,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,False,77000
780,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,6.0,75000,False,65000
781,Yukon,Dammam,GMC,Automatic,Saudi,Full,2007,5.3,235000,False,65000
783,Altima,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,False,48000
784,Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,False,27500
787,Impala,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,False,64000
790,Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,False,83000
791,Rio,Riyadh,Kia,Automatic,Saudi,Full,2019,1.4,48000,False,38000
793,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,False,63000
794,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,False,145000
795,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2016,3.5,144000,False,55000
799,Van R,Hafar Al-Batin,Victory Auto,Manual,Saudi,Full,2017,1.2,1500,False,31000
802,Mustang,Dammam,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,False,89000
803,Elantra,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,False,38000
804,Rush,Khobar,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,False,59500
805,CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,67095,False,60000
806,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,False,33000
807,Yukon,Al-Baha,GMC,Automatic,Saudi,Full,2009,6.2,138000,False,55000
810,Hiace,Abha,Toyota,Manual,Saudi,Standard,2016,2.7,180000,False,72000
812,DB9,Dammam,Aston Martin,Automatic,Saudi,Full,2010,6.0,71000,False,180000
813,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,False,170000
815,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2017,3.5,123000,False,85000
816,ML,Makkah,Mercedes,Automatic,Saudi,Semi Full,2005,3.7,356000,False,19000
817,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2015,5.3,86000,False,98000
818,Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2016,4.3,87000,False,167000
819,C,Dammam,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,False,180000
821,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,1.5,131006,False,58000
823,Sorento,Jeddah,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,False,22000
824,Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,119000,False,20000
827,X-Trail,Aseer,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,False,46000
828,Tahoe,Riyadh,Chevrolet,Automatic,Other,Full,2016,5.3,128000,False,164000
829,Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,4.6,343000,False,29000
830,APV,Dammam,Suzuki,Manual,Saudi,Standard,2017,1.6,80000,False,30000
832,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,False,40500
833,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,143000,False,120000
835,Expedition,Al-Medina,Ford,Automatic,Other,Full,2010,5.7,335000,False,65000
836,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,False,78000
840,Camry,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,False,37000
841,Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,False,38000
843,Yaris,Yanbu,Toyota,Automatic,Saudi,Standard,2016,1.5,100,False,32000
845,S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,False,118000
847,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,False,50000
848,CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,False,58000
853,Viano,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,False,45000
854,ES,Hafar Al-Batin,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,False,80000
855,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,3.5,25182,False,120000
857,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,False,57000
858,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,False,27000
860,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,False,27500
864,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,False,29000
865,Elantra,Qassim,Hyundai,Automatic,Other,Full,2016,1.6,101715,False,52000
866,Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,False,115000
867,Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.4,154000,False,79000
869,Charger,Jeddah,Dodge,Automatic,Other,Full,2014,3.6,300000,False,35000
870,LX,Riyadh,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,False,145000
871,Safari,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,False,22000
873,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,False,69000
874,Edge,Dammam,Ford,Automatic,Saudi,Full,2016,3.5,76200,False,77000
875,Yaris,Qassim,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,False,35000
876,Accent,Hail,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,False,47000
877,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,False,47500
878,C,Riyadh,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,False,102000
879,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,False,50000
880,Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,21000,False,75000
884,Hilux,Dammam,Toyota,Manual,Saudi,Full,2020,2.4,29000,False,142000
887,The 5,Jeddah,BMW,Automatic,Saudi,Standard,2019,2.0,49528,False,138000
889,C300,Jeddah,Chrysler,Automatic,Saudi,Full,2012,3.5,160000,False,55500
890,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,152973,False,24500
891,Caprice,Dammam,Chevrolet,Automatic,Other,Semi Full,2013,6.2,193000,False,44000
894,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,False,97000
896,Kona,Riyadh,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,False,89000
897,Furniture,Aseer,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,False,100000
899,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,156000,False,40000
901,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,False,60000
902,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2016,5.3,82576,False,120000
903,Challenger,Jubail,Dodge,Automatic,Saudi,Full,2012,3.6,360000,False,35000
905,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2018,1.5,53146,False,91500
909,Caprice,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2015,6.0,235000,False,65000
911,Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2016,3.6,127500,False,79000
914,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,2.0,116000,False,48000
916,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,90000,False,65000
918,CX5,Hail,Mazda,Automatic,Saudi,Standard,2019,2.5,84000,False,75000
919,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2020,5.3,37000,False,165000
920,Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,False,43000
922,Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,False,53000
923,Camry,Riyadh,Toyota,Automatic,Other,Standard,2016,2.5,96000,False,60000
927,Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,164169,False,29500
928,The 7,Jeddah,BMW,Automatic,Saudi,Full,2006,2.8,220,False,26000
930,QX,Riyadh,INFINITI,Automatic,Saudi,Full,2012,5.4,205000,False,77000
932,RX,Dammam,Lexus,Automatic,Other,Full,2017,3.5,81000,False,165000
935,Innova,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,175559,False,76500
936,Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.2,80000,False,89500
938,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2015,3.6,225989,False,84000
944,Platinum,Riyadh,Genesis,Automatic,Saudi,Semi Full,2015,3.5,181000,False,70000
946,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,105739,False,26800
947,Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,2.5,117000,False,43000
948,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,84000,False,68000
949,Carenz,Al-Ahsa,Kia,Automatic,Saudi,Standard,2015,2.0,102000,False,40000
950,Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,99000,False,109000
951,6,Al-Medina,Mazda,Automatic,Saudi,Full,2014,2.5,232000,False,38000
952,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.3,210000,False,50000
954,Avanza,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2016,1.6,115,False,30000
957,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56000,False,40000
958,Taurus,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017,3.5,27000,False,83000
962,Emgrand,Jeddah,Geely,Automatic,Saudi,Full,2019,1.8,66000,False,40000
963,D-MAX,Abha,Isuzu,Manual,Saudi,Full,2019,7.5,40000,False,125000
964,Dyna,Riyadh,Isuzu,Manual,Saudi,Standard,2016,1.5,420,False,104000
966,Z,Jeddah,BMW,Automatic,Saudi,Full,2015,4.0,65555,False,95000
968,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,102000,False,72000
970,Coupe S,Najran,Hyundai,Automatic,Saudi,Full,2010,3.8,240,False,25000
971,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.6,238000,False,40500
972,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,73000,False,77000
975,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,76000,False,37500
976,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,26315,False,27499
977,Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,45000,False,54000
978,Maxima,Dammam,Nissan,Automatic,Saudi,Full,2018,3.5,48000,False,85000
981,Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,198506,False,111500
982,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2011,3.5,369000,False,37500
983,Odyssey,Dammam,Honda,Automatic,Saudi,Full,2015,3.5,143000,False,74000
984,Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2015,2.7,114900,False,55000
986,Land Cruiser Pickup,Dammam,Toyota,Manual,Saudi,Semi Full,2015,4.0,157000,False,90000
987,Innova,Al-Medina,Toyota,Automatic,Saudi,Standard,2014,2.5,163000,False,39000
991,QX,Riyadh,INFINITI,Automatic,Saudi,Full,2019,3.7,19800,False,130000
993,Panamera,Dammam,Porsche,Automatic,Saudi,Full,2011,3.0,141000,False,85000
997,Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,2.5,125000,False,53000
998,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,2.7,156495,False,62500
999,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.6,157000,False,47500
1000,Fusion,Makkah,Ford,Automatic,Saudi,Semi Full,2012,2.5,270,False,16500
1002,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,85175,False,41500
1003,Ciocca,Dammam,Toyota,Automatic,Saudi,Full,2016,5.7,150000,False,135000
1005,Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2017,2.4,139000,False,69000
1007,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,3.8,66000,False,120000
1008,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2017,4.0,89000,False,75000
1012,Yukon,Riyadh,GMC,Automatic,Other,Standard,2003,5.3,240000,False,15000
1013,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,42000,False,75000
1016,Juke,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.0,68000,False,35000
1019,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,70000,False,77000
1020,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2019,2.5,49000,False,82000
1021,Yukon,Jeddah,GMC,Automatic,Saudi,Semi Full,2014,5.3,300,False,65000
1023,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,183541,False,53000
1025,Sonata,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,46000,False,85000
1026,Sportage,Jubail,Kia,Automatic,Saudi,Standard,2016,2.4,109000,False,40000
1027,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,133148,False,70000
1028,Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2018,2.7,201000,False,85000
1029,Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,1.4,63744,False,25000
1030,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,1.0,67000,False,75000
1031,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,210000,False,35000
